id,season,speed_difference,pass_difference,diffrenceWins,diffrenceGoals,overall_rating_difference,potential_difference,chance_creations_difference,defence_pressure_difference,defence_aggression_difference,goal_difference,diffrenceDaysBeforeLastGame,home_status
14923,2013/2014,-2.0,-10.0,21.0,103.0,-74.0,-90.0,6.0,6.0,-6.0,3,-1.0,W
14924,2013/2014,5.0,2.0,2.0,31.0,-256.0,-267.0,5.0,24.0,23.0,-1,1.0,L
14925,2013/2014,2.0,12.0,-45.0,40.0,79.0,79.0,16.0,19.0,23.0,2,0.0,W
14926,2013/2014,-9.0,-5.0,48.0,-50.0,100.0,94.0,3.0,-3.0,1.0,0,0.0,D
14927,2013/2014,5.0,-14.0,106.0,196.0,-140.0,-156.0,1.0,2.0,-8.0,2,9.0,W
14928,2013/2014,15.0,15.0,-53.0,-290.0,168.0,196.0,-2.0,-10.0,5.0,0,1.0,D
14929,2013/2014,-10.0,12.0,-82.0,-314.0,283.0,278.0,27.0,-9.0,-10.0,2,1.0,W
14930,2013/2014,6.0,5.0,-11.0,-61.0,105.0,115.0,-21.0,-20.0,-12.0,-3,0.0,L
14931,2013/2014,-7.0,-4.0,-33.0,-157.0,274.0,298.0,11.0,-4.0,-9.0,-1,-1.0,L
14932,2013/2014,7.0,-10.0,-25.0,-116.0,-20.0,-21.0,21.0,10.0,-3.0,-2,1.0,L
14933,2013/2014,-24.0,14.0,-107.0,-242.0,299.0,310.0,10.0,2.0,9.0,-1,0.0,L
14934,2013/2014,1.0,9.0,-26.0,61.0,-81.0,-70.0,-3.0,12.0,17.0,0,0.0,D
14935,2013/2014,6.0,13.0,-37.0,-179.0,54.0,50.0,5.0,2.0,3.0,-2,1.0,L
14936,2013/2014,4.0,0.0,-10.0,-1.0,-184.0,-204.0,1.0,4.0,9.0,0,-1.0,D
14937,2013/2014,-20.0,-16.0,51.0,300.0,68.0,76.0,-24.0,15.0,6.0,1,-1.0,W
14938,2013/2014,5.0,-2.0,58.0,16.0,-181.0,-188.0,-30.0,-4.0,-2.0,-1,-1.0,L
14939,2013/2014,1.0,-18.0,20.0,97.0,25.0,16.0,33.0,20.0,8.0,0,0.0,D
14940,2013/2014,1.0,-11.0,41.0,169.0,-121.0,-130.0,-24.0,3.0,-2.0,4,1.0,W
14941,2013/2014,8.0,6.0,-94.0,-133.0,-63.0,-41.0,2.0,-7.0,-14.0,1,-1.0,W
14942,2013/2014,2.0,15.0,3.0,-9.0,59.0,61.0,12.0,-3.0,2.0,2,-1.0,W
14943,2013/2014,19.0,0.0,0.0,41.0,-82.0,-71.0,-11.0,-4.0,-1.0,1,0.0,W
14944,2013/2014,1.0,-1.0,1.0,-16.0,17.0,41.0,10.0,3.0,3.0,-2,-1.0,L
14945,2013/2014,7.0,4.0,60.0,-23.0,-213.0,-221.0,21.0,18.0,13.0,0,1.0,D
14946,2013/2014,10.0,17.0,-111.0,-306.0,167.0,160.0,28.0,-6.0,7.0,0,0.0,D
14947,2013/2014,7.0,1.0,-43.0,-81.0,59.0,51.0,27.0,-23.0,-28.0,3,1.0,W
14948,2013/2014,17.0,-18.0,49.0,268.0,-107.0,-90.0,-31.0,-20.0,-22.0,1,1.0,W
14949,2013/2014,0.0,4.0,25.0,115.0,45.0,15.0,22.0,-4.0,3.0,0,1.0,D
14950,2013/2014,-13.0,-22.0,7.0,42.0,32.0,29.0,4.0,-1.0,-13.0,-1,-1.0,L
14951,2013/2014,-9.0,-5.0,40.0,195.0,-284.0,-295.0,-32.0,-16.0,-17.0,2,-5.0,W
14952,2013/2014,8.0,-4.0,-21.0,-4.0,69.0,95.0,0.0,-9.0,-18.0,-2,-1.0,L
14953,2013/2014,-19.0,-17.0,52.0,284.0,-58.0,-35.0,-14.0,18.0,9.0,3,0.0,W
14954,2013/2014,-2.0,1.0,-12.0,0.0,-86.0,-96.0,-20.0,-16.0,-11.0,2,0.0,W
14955,2013/2014,-3.0,-9.0,70.0,7.0,-249.0,-259.0,2.0,6.0,0.0,1,-4.0,W
14956,2013/2014,-5.0,11.0,-31.0,-170.0,406.0,425.0,23.0,-7.0,-7.0,0,0.0,D
14957,2013/2014,-2.0,2.0,48.0,-83.0,-79.0,-90.0,-14.0,-3.0,3.0,1,1.0,W
14958,2013/2014,0.0,13.0,-54.0,51.0,2.0,-14.0,-4.0,3.0,12.0,1,-1.0,W
14959,2013/2014,9.0,-3.0,12.0,72.0,-239.0,-257.0,-10.0,10.0,5.0,0,0.0,D
14960,2013/2014,-18.0,16.0,-61.0,-304.0,216.0,201.0,27.0,0.0,8.0,-2,-1.0,L
14961,2013/2014,-5.0,-5.0,-48.0,22.0,218.0,232.0,-1.0,-2.0,-2.0,0,-2.0,D
14962,2013/2014,-15.0,-19.0,30.0,183.0,-153.0,-129.0,-20.0,14.0,-8.0,4,-1.0,W
14963,2013/2014,-2.0,-5.0,19.0,87.0,-145.0,-154.0,8.0,1.0,-5.0,0,1.0,D
14964,2013/2014,-5.0,-1.0,-3.0,8.0,183.0,205.0,-26.0,5.0,11.0,1,1.0,W
14965,2013/2014,0.0,-7.0,41.0,71.0,23.0,15.0,16.0,29.0,28.0,2,0.0,W
14966,2013/2014,-4.0,5.0,-11.0,-43.0,-32.0,-31.0,15.0,14.0,18.0,-1,0.0,L
14967,2013/2014,11.0,7.0,-9.0,-35.0,-97.0,-91.0,-16.0,4.0,11.0,0,1.0,D
14968,2013/2014,-7.0,3.0,67.0,190.0,-90.0,-110.0,-5.0,19.0,31.0,4,0.0,W
14969,2013/2014,-4.0,-3.0,-37.0,58.0,109.0,121.0,3.0,18.0,12.0,0,0.0,D
14970,2013/2014,14.0,4.0,14.0,57.0,101.0,70.0,29.0,21.0,21.0,3,-1.0,W
14971,2013/2014,15.0,9.0,-35.0,-196.0,27.0,-6.0,1.0,-21.0,-7.0,-1,0.0,L
14972,2013/2014,-9.0,21.0,-110.0,-255.0,81.0,54.0,24.0,3.0,7.0,-1,1.0,L
14973,2013/2014,12.0,-2.0,70.0,-1.0,-87.0,-71.0,16.0,7.0,-2.0,0,-1.0,D
14974,2013/2014,2.0,11.0,-39.0,-192.0,315.0,370.0,-11.0,10.0,17.0,0,0.0,D
14975,2013/2014,0.0,-3.0,35.0,151.0,88.0,85.0,-9.0,-10.0,-1.0,4,-2.0,W
14976,2013/2014,9.0,0.0,60.0,22.0,-86.0,-102.0,-14.0,-12.0,-16.0,3,1.0,W
14977,2013/2014,-12.0,11.0,-11.0,-63.0,37.0,59.0,-17.0,-24.0,-19.0,-1,0.0,L
14978,2013/2014,17.0,-11.0,42.0,237.0,-266.0,-299.0,0.0,-14.0,-18.0,1,1.0,W
14979,2013/2014,-6.0,-15.0,6.0,7.0,161.0,191.0,-13.0,-1.0,-11.0,2,0.0,W
14980,2013/2014,-8.0,-18.0,124.0,311.0,-219.0,-217.0,-8.0,22.0,4.0,0,0.0,D
14981,2013/2014,10.0,21.0,-108.0,-212.0,192.0,212.0,13.0,-1.0,6.0,1,1.0,W
14982,2013/2014,5.0,7.0,-18.0,-114.0,130.0,153.0,23.0,6.0,1.0,-2,0.0,L
14983,2013/2014,1.0,-11.0,-23.0,16.0,63.0,62.0,17.0,-9.0,-20.0,0,-1.0,D
14984,2013/2014,-14.0,2.0,-25.0,75.0,7.0,16.0,-17.0,11.0,19.0,1,0.0,W
14985,2013/2014,1.0,11.0,-22.0,-88.0,69.0,66.0,-16.0,-9.0,3.0,1,0.0,W
14986,2013/2014,7.0,17.0,4.0,22.0,-268.0,-305.0,17.0,21.0,25.0,1,0.0,W
14987,2013/2014,10.0,20.0,-67.0,-368.0,354.0,350.0,24.0,-28.0,-14.0,0,1.0,D
14988,2013/2014,-10.0,5.0,-42.0,-239.0,326.0,313.0,43.0,20.0,18.0,-1,0.0,L
14989,2013/2014,-4.0,-8.0,18.0,95.0,28.0,44.0,-13.0,-3.0,2.0,2,-1.0,W
14990,2013/2014,-1.0,5.0,-21.0,-73.0,81.0,70.0,27.0,-14.0,-10.0,0,0.0,D
14991,2013/2014,-13.0,-8.0,10.0,2.0,46.0,37.0,6.0,15.0,13.0,2,1.0,W
14992,2013/2014,-2.0,-15.0,13.0,73.0,-294.0,-307.0,-11.0,-6.0,-20.0,1,-1.0,W
14993,2013/2014,5.0,2.0,83.0,132.0,32.0,16.0,-8.0,-8.0,1.0,1,0.0,W
14994,2013/2014,5.0,-3.0,24.0,83.0,-223.0,-242.0,-11.0,6.0,-4.0,0,0.0,D
14995,2013/2014,24.0,-1.0,58.0,303.0,-244.0,-236.0,-14.0,1.0,3.0,2,0.0,W
14996,2013/2014,-8.0,-23.0,59.0,288.0,-197.0,-207.0,1.0,4.0,-9.0,0,0.0,D
14997,2013/2014,22.0,16.0,-99.0,-389.0,231.0,243.0,25.0,-33.0,-23.0,-2,0.0,L
14998,2013/2014,13.0,5.0,-57.0,40.0,-167.0,-175.0,-2.0,7.0,8.0,1,-2.0,W
14999,2013/2014,-2.0,7.0,1.0,-11.0,-158.0,-156.0,-17.0,-11.0,-11.0,2,0.0,W
15000,2013/2014,0.0,13.0,-31.0,-152.0,-13.0,-5.0,28.0,17.0,16.0,-1,1.0,L
15001,2013/2014,7.0,-3.0,67.0,7.0,53.0,70.0,-10.0,12.0,9.0,1,2.0,W
15002,2013/2014,-12.0,2.0,-72.0,-1.0,146.0,146.0,-16.0,-7.0,2.0,3,2.0,W
15003,2013/2014,4.0,3.0,38.0,-45.0,40.0,42.0,-3.0,-18.0,-12.0,-4,0.0,L
15004,2013/2014,9.0,-21.0,106.0,231.0,-232.0,-254.0,-24.0,-3.0,-7.0,3,0.0,W
15005,2013/2014,-14.0,-4.0,-6.0,-24.0,-25.0,-11.0,-29.0,-21.0,-21.0,0,2.0,D
15006,2013/2014,7.0,-3.0,-63.0,-181.0,32.0,51.0,5.0,-19.0,-31.0,-1,0.0,L
15007,2013/2014,-15.0,-9.0,33.0,187.0,156.0,171.0,-1.0,21.0,7.0,1,0.0,W
15008,2013/2014,4.0,-5.0,11.0,37.0,-269.0,-275.0,-15.0,-14.0,-18.0,-2,0.0,L
15009,2013/2014,-11.0,-7.0,9.0,15.0,201.0,224.0,16.0,-4.0,-11.0,-1,0.0,L
15010,2013/2014,-2.0,-11.0,35.0,152.0,-226.0,-246.0,11.0,-10.0,-17.0,6,0.0,W
15011,2013/2014,-5.0,5.0,-11.0,-65.0,215.0,221.0,26.0,-18.0,-19.0,0,0.0,D
15012,2013/2014,-7.0,-1.0,-94.0,-126.0,-22.0,-4.0,-12.0,-8.0,-12.0,0,9.0,D
15013,2013/2014,-1.0,-2.0,-12.0,-34.0,279.0,292.0,-4.0,-20.0,-14.0,-1,-7.0,L
15014,2013/2014,12.0,-12.0,42.0,252.0,-97.0,-86.0,-26.0,-9.0,-7.0,-1,0.0,L
15015,2013/2014,3.0,-8.0,-2.0,-13.0,15.0,8.0,27.0,14.0,14.0,0,0.0,D
15016,2013/2014,11.0,10.0,38.0,-83.0,-134.0,-141.0,-20.0,-18.0,-10.0,0,8.0,D
15017,2013/2014,-13.0,-4.0,16.0,110.0,-108.0,-122.0,-9.0,20.0,12.0,3,0.0,W
15018,2013/2014,-8.0,-16.0,90.0,129.0,-173.0,-201.0,-21.0,0.0,-1.0,5,0.0,W
15019,2013/2014,-14.0,-11.0,29.0,19.0,38.0,31.0,-13.0,8.0,7.0,-1,-8.0,L
15020,2013/2014,-10.0,1.0,-61.0,-6.0,366.0,379.0,4.0,9.0,13.0,-1,-1.0,L
15021,2013/2014,-13.0,13.0,-42.0,-231.0,-2.0,-25.0,16.0,6.0,4.0,3,0.0,W
15022,2013/2014,-3.0,16.0,-51.0,-256.0,335.0,356.0,15.0,-8.0,-2.0,-2,0.0,L
15023,2013/2014,6.0,2.0,46.0,-66.0,-4.0,-1.0,17.0,-2.0,-1.0,0,4.0,D
15024,2013/2014,6.0,12.0,-20.0,-99.0,-55.0,-98.0,10.0,-14.0,-8.0,3,0.0,W
15025,2013/2014,-7.0,-7.0,66.0,200.0,-91.0,-92.0,-24.0,12.0,16.0,2,0.0,W
15026,2013/2014,-7.0,-14.0,-41.0,-185.0,-141.0,-135.0,-8.0,-11.0,-24.0,0,0.0,D
15027,2013/2014,-8.0,-3.0,59.0,-15.0,-40.0,-51.0,7.0,17.0,15.0,-1,0.0,L
15028,2013/2014,22.0,9.0,-57.0,-311.0,183.0,187.0,41.0,-4.0,5.0,0,4.0,D
15029,2013/2014,10.0,-4.0,16.0,60.0,-339.0,-351.0,0.0,13.0,8.0,1,1.0,W
15030,2013/2014,1.0,-1.0,48.0,193.0,-59.0,-67.0,-5.0,10.0,13.0,0,-1.0,D
15031,2013/2014,-14.0,9.0,-68.0,-5.0,-16.0,-2.0,-33.0,-18.0,-9.0,1,1.0,W
15032,2013/2014,4.0,8.0,-70.0,-36.0,191.0,219.0,8.0,-3.0,3.0,-2,0.0,L
15033,2013/2014,5.0,-1.0,55.0,258.0,-63.0,-70.0,-3.0,5.0,4.0,3,1.0,W
15034,2013/2014,-21.0,-27.0,76.0,403.0,-268.0,-264.0,-8.0,24.0,3.0,1,0.0,W
15035,2013/2014,17.0,-5.0,20.0,121.0,-230.0,-228.0,-3.0,-3.0,-6.0,-2,1.0,L
15036,2013/2014,0.0,-7.0,9.0,38.0,259.0,291.0,-31.0,-6.0,-4.0,1,-1.0,W
15037,2013/2014,12.0,-1.0,15.0,-71.0,-49.0,-50.0,-3.0,-27.0,-30.0,0,-2.0,D
15038,2013/2014,15.0,22.0,-67.0,-350.0,284.0,291.0,29.0,-4.0,9.0,0,0.0,D
15039,2013/2014,-1.0,-16.0,67.0,21.0,107.0,98.0,19.0,17.0,11.0,0,0.0,D
15040,2013/2014,6.0,8.0,-45.0,-215.0,-75.0,-57.0,-12.0,-10.0,-11.0,1,0.0,W
15041,2013/2014,7.0,-9.0,92.0,126.0,-110.0,-96.0,-7.0,1.0,-3.0,4,-1.0,W
15042,2013/2014,4.0,2.0,3.0,16.0,-154.0,-173.0,16.0,-8.0,-14.0,3,1.0,W
15043,2013/2014,-12.0,4.0,31.0,18.0,37.0,12.0,-1.0,5.0,9.0,0,2.0,D
15044,2013/2014,1.0,16.0,-63.0,-269.0,228.0,234.0,16.0,-4.0,7.0,-3,-1.0,L
15045,2013/2014,-22.0,13.0,-102.0,-252.0,231.0,232.0,30.0,18.0,20.0,-1,0.0,L
15046,2013/2014,-12.0,-11.0,-20.0,-62.0,244.0,281.0,-12.0,-10.0,-10.0,-1,-1.0,L
15047,2013/2014,-14.0,-20.0,80.0,386.0,-271.0,-272.0,-25.0,24.0,5.0,0,0.0,D
15048,2013/2014,0.0,10.0,0.0,-5.0,173.0,150.0,19.0,7.0,15.0,0,0.0,D
15049,2013/2014,-13.0,-9.0,-49.0,84.0,156.0,169.0,0.0,2.0,-1.0,-1,0.0,L
15050,2013/2014,15.0,20.0,-52.0,45.0,-74.0,-101.0,10.0,4.0,10.0,-1,0.0,L
15051,2013/2014,5.0,-6.0,15.0,35.0,-107.0,-110.0,-5.0,-11.0,-15.0,2,0.0,W
15052,2013/2014,22.0,-16.0,57.0,306.0,-228.0,-222.0,-26.0,4.0,1.0,2,0.0,W
15053,2013/2014,3.0,-13.0,100.0,215.0,-211.0,-229.0,-19.0,-14.0,-19.0,0,0.0,D
15054,2013/2014,-7.0,6.0,1.0,0.0,-79.0,-65.0,-43.0,-6.0,0.0,1,0.0,W
15055,2013/2014,3.0,-1.0,-48.0,-105.0,276.0,298.0,11.0,-15.0,-14.0,-3,0.0,L
15056,2013/2014,19.0,17.0,-48.0,-269.0,-223.0,-265.0,14.0,-18.0,-9.0,0,0.0,D
15057,2013/2014,13.0,22.0,-8.0,-31.0,-119.0,-141.0,-4.0,1.0,13.0,-4,-1.0,L
15058,2013/2014,-17.0,18.0,-49.0,-264.0,281.0,256.0,31.0,20.0,22.0,0,-1.0,D
15059,2013/2014,-8.0,4.0,22.0,8.0,-203.0,-218.0,0.0,9.0,18.0,0,0.0,D
15060,2013/2014,2.0,-1.0,12.0,-7.0,-10.0,-14.0,20.0,16.0,11.0,2,0.0,W
15061,2013/2014,5.0,-11.0,26.0,145.0,-408.0,-432.0,-23.0,7.0,7.0,2,0.0,W
15062,2013/2014,3.0,9.0,-71.0,2.0,95.0,105.0,-2.0,-6.0,0.0,0,0.0,D
15063,2013/2014,0.0,-4.0,-24.0,-106.0,-77.0,-71.0,-22.0,4.0,-3.0,2,-1.0,W
15064,2013/2014,9.0,5.0,-41.0,-193.0,298.0,303.0,32.0,16.0,17.0,1,1.0,W
15065,2013/2014,-4.0,0.0,7.0,-4.0,365.0,373.0,-1.0,-4.0,-9.0,0,-1.0,D
15066,2013/2014,-6.0,-5.0,10.0,49.0,46.0,37.0,21.0,20.0,12.0,1,0.0,W
15067,2013/2014,24.0,-14.0,107.0,236.0,-316.0,-307.0,-10.0,-2.0,-9.0,0,0.0,D
15068,2013/2014,-6.0,-13.0,35.0,169.0,-60.0,-65.0,-5.0,-2.0,-3.0,0,-2.0,D
15069,2013/2014,-1.0,-9.0,27.0,-65.0,159.0,170.0,3.0,-12.0,-17.0,-3,1.0,L
15070,2013/2014,-7.0,10.0,28.0,132.0,-20.0,-14.0,-21.0,-10.0,3.0,0,0.0,D
15071,2013/2014,7.0,4.0,26.0,125.0,-42.0,-47.0,-11.0,4.0,9.0,4,-1.0,W
15072,2013/2014,20.0,16.0,-45.0,-277.0,-6.0,-13.0,24.0,-15.0,-6.0,0,-2.0,D
15073,2013/2014,-5.0,2.0,-55.0,-16.0,94.0,88.0,30.0,4.0,2.0,0,1.0,D
15074,2013/2014,-1.0,18.0,-17.0,-67.0,-181.0,-190.0,-33.0,-20.0,-8.0,1,0.0,W
15075,2013/2014,-10.0,-17.0,103.0,277.0,-178.0,-187.0,-28.0,6.0,-7.0,1,0.0,W
15076,2013/2014,-7.0,-4.0,-59.0,27.0,195.0,218.0,-21.0,-18.0,-13.0,2,0.0,W
15077,2013/2014,-2.0,-15.0,1.0,20.0,-130.0,-150.0,-12.0,3.0,-2.0,-4,-2.0,L
15078,2013/2014,-19.0,0.0,-4.0,-62.0,-62.0,-92.0,11.0,4.0,1.0,0,0.0,D
15079,2013/2014,-8.0,-6.0,90.0,113.0,130.0,126.0,-2.0,7.0,14.0,3,-1.0,W
15080,2013/2014,-1.0,1.0,-3.0,8.0,-83.0,-103.0,-10.0,-3.0,-3.0,2,1.0,W
15081,2013/2014,-1.0,11.0,-35.0,-149.0,65.0,65.0,24.0,-3.0,2.0,0,2.0,D
15082,2013/2014,-7.0,-1.0,41.0,82.0,-71.0,-66.0,-27.0,23.0,28.0,1,-1.0,W
15083,2013/2014,15.0,7.0,0.0,-3.0,-124.0,-121.0,14.0,1.0,-2.0,0,-1.0,D
15084,2013/2014,7.0,7.0,-1.0,-20.0,15.0,12.0,-17.0,0.0,2.0,0,15.0,D
15085,2013/2014,-2.0,0.0,44.0,65.0,-257.0,-269.0,-1.0,18.0,17.0,3,0.0,W
15086,2013/2014,2.0,18.0,-44.0,-203.0,23.0,18.0,20.0,16.0,21.0,-3,0.0,L
15087,2013/2014,-11.0,-12.0,-12.0,-53.0,144.0,166.0,-2.0,-7.0,-7.0,0,0.0,D
15088,2013/2014,0.0,-6.0,15.0,77.0,-107.0,-129.0,3.0,-11.0,-12.0,1,0.0,W
15089,2013/2014,-5.0,1.0,-35.0,-176.0,105.0,136.0,4.0,-14.0,-22.0,3,0.0,W
15090,2013/2014,32.0,4.0,-10.0,-39.0,-82.0,-89.0,-2.0,-24.0,-13.0,4,0.0,W
15091,2013/2014,12.0,-8.0,50.0,-13.0,-56.0,-69.0,13.0,2.0,-2.0,3,13.0,W
15092,2013/2014,-23.0,-25.0,116.0,272.0,-110.0,-100.0,-22.0,21.0,6.0,6,-2.0,W
15093,2013/2014,-17.0,15.0,-16.0,-125.0,236.0,230.0,22.0,10.0,21.0,1,0.0,W
15094,2013/2014,0.0,-3.0,-45.0,48.0,24.0,13.0,4.0,22.0,21.0,0,0.0,D
15095,2013/2014,7.0,10.0,12.0,59.0,-162.0,-153.0,-14.0,15.0,21.0,0,-1.0,D
15096,2013/2014,7.0,-6.0,-32.0,-41.0,231.0,277.0,-4.0,-29.0,-32.0,-3,0.0,L
15097,2013/2014,-6.0,-18.0,37.0,170.0,94.0,91.0,-7.0,3.0,-4.0,2,-1.0,W
15098,2013/2014,11.0,-1.0,68.0,5.0,-153.0,-168.0,6.0,4.0,-5.0,1,-1.0,W
15099,2013/2014,-8.0,11.0,-15.0,-44.0,-176.0,-171.0,-16.0,-20.0,-10.0,-1,1.0,L
15100,2013/2014,-7.0,-12.0,32.0,179.0,-133.0,-166.0,-15.0,-5.0,-6.0,5,0.0,W
15101,2013/2014,-5.0,14.0,-104.0,-181.0,294.0,312.0,-1.0,-2.0,8.0,-1,0.0,L
15102,2013/2014,2.0,10.0,-21.0,-98.0,86.0,89.0,-6.0,-6.0,6.0,0,-1.0,D
15103,2013/2014,9.0,5.0,-48.0,52.0,-19.0,-10.0,-3.0,3.0,-1.0,1,1.0,W
15104,2013/2014,-5.0,-2.0,-2.0,-26.0,238.0,277.0,-5.0,-24.0,-23.0,1,0.0,W
15105,2013/2014,-2.0,-12.0,44.0,-39.0,-71.0,-78.0,-16.0,-19.0,-23.0,0,0.0,D
15106,2013/2014,-15.0,-15.0,49.0,264.0,-349.0,-357.0,2.0,10.0,-5.0,3,0.0,W
15107,2013/2014,5.0,-3.0,-21.0,-123.0,-245.0,-251.0,4.0,-1.0,-14.0,1,-1.0,W
15108,2013/2014,10.0,-12.0,81.0,315.0,-351.0,-359.0,-27.0,9.0,10.0,1,0.0,W
15109,2013/2014,7.0,0.0,-21.0,-108.0,281.0,290.0,40.0,17.0,12.0,-1,-3.0,L
15110,2014/2015,-5.0,2.0,-60.0,-14.0,-36.0,-51.0,30.0,4.0,2.0,2,0.0,W
15111,2014/2015,15.0,-6.0,83.0,23.0,87.0,82.0,-4.0,-5.0,-14.0,-1,98.0,L
15112,2014/2015,-5.0,14.0,-109.0,-210.0,209.0,211.0,-1.0,-2.0,8.0,0,0.0,D
15113,2014/2015,-8.0,-10.0,51.0,0.0,-239.0,-245.0,11.0,7.0,-2.0,0,-727.0,D
15114,2014/2015,0.0,3.0,-35.0,-161.0,-66.0,-69.0,9.0,10.0,1.0,-3,0.0,L
15115,2014/2015,6.0,18.0,-43.0,-217.0,258.0,265.0,7.0,-3.0,4.0,-1,0.0,L
15116,2014/2015,3.0,9.0,-74.0,-22.0,-290.0,-300.0,-2.0,-6.0,0.0,-1,0.0,L
15117,2014/2015,-22.0,-9.0,58.0,314.0,-231.0,-229.0,-41.0,4.0,-5.0,3,0.0,W
15118,2014/2015,-16.0,20.0,-98.0,-402.0,261.0,291.0,24.0,3.0,5.0,-2,356.0,L
15119,2014/2015,17.0,4.0,60.0,-85.0,198.0,201.0,-10.0,-11.0,-8.0,2,1.0,W
15120,2014/2015,12.0,-11.0,14.0,85.0,290.0,313.0,17.0,24.0,19.0,0,0.0,D
15121,2014/2015,-1.0,-2.0,40.0,112.0,34.0,7.0,7.0,17.0,17.0,-2,0.0,L
15122,2014/2015,-23.0,-25.0,127.0,345.0,-306.0,-330.0,-22.0,21.0,6.0,2,1.0,W
15123,2014/2015,-7.0,9.0,-93.0,-138.0,122.0,137.0,7.0,-1.0,3.0,-1,-1.0,L
15124,2014/2015,-17.0,11.0,-47.0,-262.0,206.0,225.0,0.0,14.0,18.0,-4,-1.0,L
15125,2014/2015,-5.0,3.0,19.0,125.0,-82.0,-106.0,-4.0,1.0,14.0,0,1.0,D
15126,2014/2015,5.0,26.0,-106.0,-279.0,298.0,295.0,4.0,-15.0,0.0,1,-1.0,W
15127,2014/2015,-9.0,0.0,-63.0,-38.0,128.0,142.0,14.0,12.0,16.0,0,0.0,D
15128,2014/2015,8.0,3.0,-56.0,23.0,109.0,113.0,-7.0,-17.0,-15.0,-2,0.0,L
15129,2014/2015,-4.0,-23.0,140.0,333.0,-285.0,-298.0,-18.0,13.0,-5.0,4,-1.0,W
15130,2014/2015,5.0,-8.0,84.0,144.0,10.0,12.0,-27.0,-15.0,-14.0,2,0.0,W
15131,2014/2015,-6.0,-13.0,35.0,178.0,57.0,76.0,-5.0,-2.0,-3.0,2,0.0,W
15132,2014/2015,11.0,-23.0,69.0,358.0,-129.0,-124.0,-10.0,0.0,-10.0,1,-2.0,W
15133,2014/2015,-7.0,6.0,2.0,-12.0,-163.0,-158.0,-43.0,-6.0,0.0,2,-1.0,W
15134,2014/2015,8.0,6.0,16.0,-154.0,-86.0,-81.0,14.0,1.0,-4.0,0,1.0,D
15135,2014/2015,10.0,-4.0,21.0,73.0,57.0,66.0,0.0,13.0,8.0,1,0.0,W
15136,2014/2015,-3.0,-11.0,90.0,190.0,-267.0,-282.0,7.0,21.0,20.0,0,1.0,D
15137,2014/2015,3.0,15.0,-67.0,-67.0,93.0,80.0,15.0,-25.0,-17.0,0,0.0,D
15138,2014/2015,5.0,3.0,32.0,65.0,9.0,-30.0,-14.0,-3.0,5.0,1,1.0,W
15139,2014/2015,-4.0,-8.0,74.0,57.0,-242.0,-274.0,-8.0,3.0,-3.0,0,1.0,D
15140,2014/2015,-5.0,1.0,-40.0,-199.0,115.0,129.0,4.0,-14.0,-22.0,-1,0.0,L
15141,2014/2015,8.0,18.0,-128.0,-330.0,263.0,290.0,8.0,-22.0,-4.0,-2,-1.0,L
15142,2014/2015,-9.0,19.0,-122.0,-225.0,6.0,3.0,9.0,7.0,17.0,-4,0.0,L
15143,2014/2015,-10.0,1.0,-65.0,-7.0,-191.0,-208.0,4.0,9.0,13.0,2,1.0,W
15144,2014/2015,7.0,0.0,-28.0,-132.0,347.0,367.0,40.0,17.0,12.0,0,-1.0,D
15145,2014/2015,-17.0,18.0,-62.0,-315.0,18.0,22.0,31.0,20.0,22.0,-1,-1.0,L
15146,2014/2015,11.0,-14.0,108.0,157.0,-149.0,-151.0,-17.0,-8.0,-12.0,2,0.0,W
15147,2014/2015,-7.0,10.0,27.0,116.0,-311.0,-345.0,-21.0,-10.0,3.0,1,1.0,W
15148,2014/2015,13.0,5.0,-54.0,50.0,124.0,144.0,-2.0,7.0,8.0,2,0.0,W
15149,2014/2015,-2.0,-6.0,13.0,-90.0,-104.0,-67.0,9.0,14.0,4.0,0,-1.0,D
15150,2014/2015,-19.0,-17.0,56.0,300.0,-72.0,-74.0,-14.0,18.0,9.0,3,-1.0,W
15151,2014/2015,-12.0,12.0,-44.0,-273.0,125.0,135.0,26.0,9.0,7.0,0,1.0,D
15152,2014/2015,-3.0,13.0,-99.0,-222.0,5.0,-4.0,19.0,14.0,19.0,-1,1.0,L
15153,2014/2015,-6.0,-5.0,7.0,43.0,-111.0,-102.0,21.0,20.0,12.0,2,-1.0,W
15154,2014/2015,7.0,-3.0,70.0,4.0,135.0,144.0,-10.0,12.0,9.0,-2,2.0,L
15155,2014/2015,-12.0,-1.0,-29.0,138.0,-34.0,-73.0,-4.0,8.0,13.0,-4,0.0,L
15156,2014/2015,4.0,-5.0,16.0,72.0,-220.0,-243.0,-15.0,-14.0,-18.0,-1,1.0,L
15157,2014/2015,-5.0,5.0,-17.0,-77.0,-189.0,-194.0,26.0,-18.0,-19.0,-4,1.0,L
15158,2014/2015,-1.0,-16.0,67.0,32.0,156.0,161.0,19.0,17.0,11.0,0,0.0,D
15159,2014/2015,-7.0,-1.0,-94.0,-127.0,100.0,112.0,-12.0,-8.0,-12.0,-2,-1.0,L
15160,2014/2015,21.0,27.0,-81.0,-425.0,195.0,204.0,8.0,-24.0,-3.0,0,-1.0,D
15161,2014/2015,8.0,13.0,-8.0,-60.0,364.0,371.0,-15.0,-29.0,-19.0,-5,1.0,L
